Date,AAPL,GLD,IEF,MSFT
2016-01-05,-0.025378624355994847,0.00281458831856644,-0.00028295112729026555,0.004552099673620375
2016-01-06,-0.01976395291995386,0.01433748759898985,0.006019448524529114,-0.018332283639468486
2016-01-07,-0.043121192790659665,0.014040676150810918,0.002153984284085729,-0.035402037918267466
2016-01-08,0.005274253999976152,-0.0044375394222030354,0.0025229123318264712,0.003062207757798143
2016-01-11,0.0160624123974612,-0.00893459464601846,-0.0031789717906787382,-0.0005737377582005294
2016-01-12,0.014409141552262675,-0.0050729832368575836,0.004484603484681308,0.009136224430099017
2016-01-13,-0.026046394406308068,0.004882048039545079,0.003906878016619838,-0.021835850319204514
2016-01-14,0.021634937570465675,-0.016367021706295802,-0.0020446033808817726,0.028068664913697004
2016-01-15,-0.024308554219694502,0.01023674024483405,0.004640884128555076,-0.04073569944803894
2016-01-19,-0.0048503606550969,-0.0009612465570263375,-0.0012974325588375195,-0.00846887955354046
2016-01-20,0.0013439388924612972,0.013279386437522923,0.004902896299072938,0.0045387154967548365
2016-01-21,-0.005075381232962406,0.0011381497656593284,-0.002495139454285297,-0.006122119676373955
2016-01-22,0.05180197566543104,-0.004655791285644161,-0.002222152250316613,0.03522782033456616
2016-01-25,-0.019715858542443697,0.010233193541102218,0.0033317822667224247,-0.009607967287620742
2016-01-26,0.005515708938507776,0.011341913483232153,0.0007388014971567514,0.007310621110063734
2016-01-27,-0.06796465740323492,0.0037212948296180895,0.0007383454708165086,-0.018377749893052433
2016-01-28,0.00714620158120349,-0.010736241929349487,0.00129106209719188,0.016266782461077378
2016-01-29,0.03395856775923166,0.0038408969118531094,0.00532998455869748,0.05657149928830426
2016-02-01,-0.00939315407418497,0.010232704202855976,-0.002306703957986149,-0.006921863830302673
2016-02-02,-0.02042889253616378,0.00037006835108891606,0.0070589002160977715,-0.031754560507067583
2016-02-03,0.01959913433839418,0.010674654427775114,-0.0010973124730521632,-0.015975707584776504
2016-02-04,0.008002917741523419,0.012009967818587527,0.002374754526564358,-0.0030722873213610232
2016-02-05,-0.027071237730193858,0.015703135766193033,0.0012767820585127976,-0.03602583111509171
2016-02-08,0.01047485714706267,0.013354185862515874,0.0074438592911206585,-0.015065168347053032
2016-02-09,-0.00021082499465181238,-0.002198672852432284,0.00018095033977559997,-0.0026346564548587084
2016-02-10,-0.007608455874851323,0.007717958411726319,0.0029793055981902684,0.00868798603557185
2016-02-11,-0.006064900113696295,0.039402138237274204,0.004587371806611579,-0.0004024701383583616
2016-02-12,0.0030902771213331616,-0.005896714530816731,-0.007657498482528913,0.0161698127114833
2016-02-16,0.027804428531267127,-0.030800736245396157,-0.0029885679634435187,0.018769417150304543
2016-02-17,0.015198491746567743,0.006167287420776475,-0.0024520047209888613,0.025699694858504134
2016-02-18,-0.019138620562443986,0.024041860433202913,0.004626314455172741,-0.00439740791969202
2016-02-19,-0.0022879197533686754,-0.006020275750380557,0.0,-0.007114740144433033
2016-02-22,0.008708447624542348,-0.01793504091705753,-0.0009958330217265004,0.015890138372545024
2016-02-23,-0.022864839817232915,0.014868593832169272,0.001991725158721251,-0.02831758005278821
2016-02-24,0.014780945437640683,0.003321549590506587,0.0,0.0035111126843105508
2016-02-25,0.006844289664985624,0.002632341860518264,0.002978599333431083,0.014304972429026192
2016-02-26,0.0015491354717595475,-0.00689274364726045,-0.004879601830871022,-0.015474002322057315
2016-02-29,-0.002272730526988481,0.012980023419282503,0.0016292393276563914,-0.008220760735197521
2016-03-01,0.038946228972193644,-0.007360151335800538,-0.007846575812133574,0.03286551988075753
2016-03-02,0.002186012548369262,0.007697256644730053,-0.0017359081031023168,0.007012263935020421
2016-03-03,0.007416616201920783,0.017125877155555313,0.001187699089234948,-0.01139617987296443
2016-03-04,0.014767282749505931,-0.0015750194994792542,-0.003384918221669875,-0.00613121929642791
2016-03-07,-0.01112856834063972,0.004965240864288737,-0.00201829348560318,-0.019406938680018616
2016-03-08,-0.008280102139277422,-0.00463344826775062,0.005768658964693665,0.012076698715938713
2016-03-09,0.0008905236221562925,-0.00832782948151173,-0.003933936103577346,0.02277833455435984
2016-03-10,0.0004942910568162301,0.015928644015462578,-0.0035811796977602015,-0.015063790088815957
2016-03-11,0.010716438791540592,-0.01735128256694606,-0.00285593393675061,0.019406975731550636
2016-03-14,0.0025389627722783004,-0.0129806346733887,0.0007381067061404706,0.0018825377901839024
2016-03-15,0.019894488195885397,0.000763230645469892,-0.0001842974400209507,0.00786808828806598
2016-03-16,0.013203942363455592,0.02205075556149502,0.005242003878716638,0.014082215774924392
2016-03-17,-0.0016054846735906,-0.003821864877364753,0.0010994999773799603,0.005687540548794199
2016-03-18,0.0011332699271726717,-0.002750755714748547,0.0017395109505623889,-0.021637445244998825
2016-03-21,-9.43901228837332e-05,-0.00703641669931435,-0.0028390109279424684,0.006893457266528491
2016-03-22,0.0076190902154277896,0.002937832969190689,-0.002112136481387589,0.00389122137299266
2016-03-23,-0.00554392741926666,-0.022890088658627544,0.004585418582304682,-0.001850851922418699
2016-03-24,-0.004343761122006928,-0.0024040431975177324,-0.0010068427056661613,0.004436880040023893
2016-03-28,-0.004552694890030667,0.0023182652611009025,0.0014636735879541476,-0.01243622338653649
2016-03-29,0.023395476794464107,0.01835540705340158,0.006745041980944071,0.02161729290812168
2016-03-30,0.017308743698366776,-0.01407641031024469,-0.001363741365767185,0.006195267945117961
2016-03-31,-0.005216358458639301,0.004600850924385841,0.0036322561999132903,0.003264685085196266
2016-04-01,0.009133264712181746,-0.006053640735366039,-0.00029111153665856886,0.0061368814029622454
2016-04-04,0.010221564203386603,-0.006692995408569699,0.0011795985209530103,-0.002522188884227976
2016-04-05,-0.01185959347077322,0.012916668207256437,0.003982830786930236,-0.015819831947143224
2016-04-06,0.010418524837290916,-0.0061381369358648324,-0.0021706690387299932,0.010211207026309604
2016-04-07,-0.02205118394493818,0.014179801562103168,0.005146525968651154,-0.01204605881132939
2016-04-08,0.0011047551112263441,-0.0015187338768047718,-0.0015317635631683718,-0.0007348045849878198
2016-04-11,0.00330788909615241,0.013419630057020864,-0.00018065875750684235,-0.0020231611016226334
2016-04-12,0.012940806307571929,0.00016664672071527165,-0.003976918130742743,0.00624075396789052
2016-04-13,0.014383739171501587,-0.010719526565990614,0.0007239200234321663,0.012727177799592967
2016-04-14,0.0005353119267451995,-0.014075152256168354,-0.0023561465556018015,0.00018107668623566705
2016-04-15,-0.02027558700261529,0.006892743647260424,0.0029891469680427478,0.005224753832294034
2016-04-18,-0.021810853600703985,-0.001527627456597003,-0.0009946328799912236,0.014450350455302989
2016-04-19,-0.005317104363258287,0.015506833308651099,-0.001631634821315495,-0.0012407281468601909
2016-04-20,0.0020553780794929626,-0.0051142480161098115,-0.005091364735419022,-0.014288484362541851
2016-04-21,-0.010886875012273946,0.003775305036917616,-0.0016415933518948264,0.003412190480372695
2016-04-22,-0.0027402796504077762,-0.012894694659209335,-0.0010963942720351282,-0.07441151564318751
2016-04-25,-0.005693933565020523,0.0028799271415296556,-0.0010974211266375007,0.006352767791902538
