Date,AAPL,GLD,IEF,MSFT
2016-01-05,-0.025059294159366252,0.0028185529910356166,-0.0002829654266702786,0.0045621568011320335
2016-01-06,-0.019569596285999857,0.01444076235086822,0.006036968277311372,-0.018165116261322778
2016-01-07,-0.042204596482047,0.014139709399294542,0.0021569637556742016,-0.03478239748951939
2016-01-08,0.00528774568277135,-0.004427708091822691,0.002526131231419537,0.003066481191443371
2016-01-11,0.01619228123087102,-0.008894799760520322,-0.0031733891370570033,-0.0005729043583379001
2016-01-12,0.014513279116660449,-0.005060137388834041,0.004494357030811136,0.009177079223847251
2016-01-13,-0.025710197826515513,0.004893984653210337,0.003914640846779394,-0.021598606108267027
2016-01-14,0.021870584660176107,-0.016233809757639994,-0.0020430256576980943,0.028466301546773876
2016-01-15,-0.024015059135157446,0.010289314914859293,0.004651724844298544,-0.039916905970133976
2016-01-19,-0.004839138921391761,-0.0009607847075502329,-0.001296541646414684,-0.008433031620929232
2016-01-20,0.0013450180976832815,0.013367949074563734,0.004914682772606316,0.004549029491618173
2016-01-21,-0.005062611253852878,0.001138797703897465,-0.002491525462996358,-0.006103674059910857
2016-01-22,0.053167178493182865,-0.004644969889963435,-0.0022198438677059062,0.035855581109278
2016-01-25,-0.019522190346704105,0.010285731724330116,0.0033377109772023683,-0.009562209301254954
2016-01-26,0.005530434735176781,0.011406476843766944,0.0007390082120748431,0.007337833276228611
2016-01-27,-0.06570651221740564,0.0037282274439891516,0.0007385516469888831,-0.01820973798605041
2016-01-28,0.007171615820357191,-0.010678814187088603,0.0012914892595226046,0.01639980127666507
2016-01-29,0.034541751791667075,0.0038482826092702815,0.0053442916568933185,0.05820174889275731
2016-02-01,-0.009348830377508222,0.010285237353002907,-0.002303764257683527,-0.006897566835122215
2016-02-02,-0.020221810449772337,0.00037013683482878257,0.007083745453225987,-0.031255831453604
2016-02-03,0.01979272918651165,0.010731831819877025,-0.0010962969827563729,-0.01584893664892184
2016-02-04,0.008034761384484446,0.012082377069329242,0.0023777259584849553,-0.0030674051415321424
2016-02-05,-0.026708098381998835,0.015827077912906162,0.0012772769630544634,-0.035384705105857894
2016-02-08,0.01052982180880857,0.013443751249405,0.007471474540734269,-0.01495216918078146
2016-02-09,-0.00021044792314428573,-0.002196257541759894,0.00018062225806958487,-0.002631277125912046
2016-02-10,-0.0075798497181382984,0.007747818623272673,0.002984045415460379,0.008725658522464208
2016-02-11,-0.006046367435904365,0.040188699204219525,0.004598246771707393,-0.0004020371053751193
2016-02-12,0.0030950566716356764,-0.005879363032052054,-0.007628406504487151,0.016300808422238466
2016-02-16,0.02819421796607302,-0.030331226332987904,-0.0029841405995123527,0.018947541363746767
2016-02-17,0.015314667412152039,0.00618634429410414,-0.0024485831647967915,0.026031913362853265
2016-02-18,-0.018956213674731215,0.02433319602449635,0.004636668613225758,-0.004387754569210034
2016-02-19,-0.0022856541379088213,-0.006002190201855662,0.0,-0.007089075818579094
